"trainer/global_step","style b no equiv auto - _step","style b no equiv auto - _step__MIN","style b no equiv auto - _step__MAX","style b no equiv auto - train_eiko_epoch","style b no equiv auto - train_eiko_epoch__MIN","style b no equiv auto - train_eiko_epoch__MAX","best style b auto - _step","best style b auto - _step__MIN","best style b auto - _step__MAX","best style b auto - train_eiko_epoch","best style b auto - train_eiko_epoch__MIN","best style b auto - train_eiko_epoch__MAX"
"360500","360500","360500","360500","0.058459176138043405","0.058459176138043405","0.058459176138043405","360500","360500","360500","0.04423774402588606","0.04423774402588606","0.04423774402588606"
"361000","361000","361000","361000","0.058536164209246636","0.058536164209246636","0.058536164209246636","361000","361000","361000","0.04432231141626835","0.04432231141626835","0.04432231141626835"
"361500","361500","361500","361500","0.058380544051527976","0.058380544051527976","0.058380544051527976","361500","361500","361500","0.04444828785955906","0.04444828785955906","0.04444828785955906"
"362000","362000","362000","362000","0.058574420779943466","0.058574420779943466","0.058574420779943466","362000","362000","362000","0.04426399477571249","0.04426399477571249","0.04426399477571249"
"362500","362500","362500","362500","0.05866675778478384","0.05866675778478384","0.05866675778478384","362500","362500","362500","0.04437571580708027","0.04437571580708027","0.04437571580708027"
"363000","363000","363000","363000","0.05862606820464134","0.05862606820464134","0.05862606820464134","363000","363000","363000","0.044274827890098095","0.044274827890098095","0.044274827890098095"
"363500","363500","363500","363500","0.05848283762484789","0.05848283762484789","0.05848283762484789","363500","363500","363500","0.04414961820095777","0.04414961820095777","0.04414961820095777"
"364000","364000","364000","364000","0.058438496239483356","0.058438496239483356","0.058438496239483356","364000","364000","364000","0.04421881553530693","0.04421881553530693","0.04421881553530693"
"364500","364500","364500","364500","0.058271531991660595","0.058271531991660595","0.058271531991660595","364500","364500","364500","0.04434707264602184","0.04434707264602184","0.04434707264602184"
"365000","365000","365000","365000","0.05862007086724043","0.05862007086724043","0.05862007086724043","365000","365000","365000","0.044217164695262906","0.044217164695262906","0.044217164695262906"
"365500","365500","365500","365500","0.05839863081276417","0.05839863081276417","0.05839863081276417","365500","365500","365500","0.04398151446133852","0.04398151446133852","0.04398151446133852"
"366000","366000","366000","366000","0.05830416533350945","0.05830416533350945","0.05830416533350945","366000","366000","366000","0.04418374257534742","0.04418374257534742","0.04418374257534742"
"366500","366500","366500","366500","0.058254561185836794","0.058254561185836794","0.058254561185836794","366500","366500","366500","0.044215545393526554","0.044215545393526554","0.044215545393526554"
"367000","367000","367000","367000","0.05857006940990686","0.05857006940990686","0.05857006940990686","367000","367000","367000","0.044370460845530035","0.044370460845530035","0.044370460845530035"
"367500","367500","367500","367500","0.05842798968404531","0.05842798968404531","0.05842798968404531","367500","367500","367500","0.0443791443631053","0.0443791443631053","0.0443791443631053"
"368000","368000","368000","368000","0.05844420252740383","0.05844420252740383","0.05844420252740383","368000","368000","368000","0.04414457217603922","0.04414457217603922","0.04414457217603922"
"368500","368500","368500","368500","0.058414852663874625","0.058414852663874625","0.058414852663874625","368500","368500","368500","0.04416739535331726","0.04416739535331726","0.04416739535331726"
"369000","369000","369000","369000","0.05824627562612295","0.05824627562612295","0.05824627562612295","369000","369000","369000","0.04411128477752209","0.04411128477752209","0.04411128477752209"
"369500","369500","369500","369500","0.058442181907594204","0.058442181907594204","0.058442181907594204","369500","369500","369500","0.04437860188633203","0.04437860188633203","0.04437860188633203"
"370000","370000","370000","370000","0.058414939127862456","0.058414939127862456","0.058414939127862456","370000","370000","370000","0.04426058530062437","0.04426058530062437","0.04426058530062437"
"370500","370500","370500","370500","0.05837300878763199","0.05837300878763199","0.05837300878763199","370500","370500","370500","0.04390454468131065","0.04390454468131065","0.04390454468131065"
"371000","371000","371000","371000","0.058439059421420095","0.058439059421420095","0.058439059421420095","371000","371000","371000","0.04415793997049332","0.04415793997049332","0.04415793997049332"
"371500","371500","371500","371500","0.0582998566403985","0.0582998566403985","0.0582998566403985","371500","371500","371500","0.04417457162588835","0.04417457162588835","0.04417457162588835"
"372000","372000","372000","372000","0.05837075564265251","0.05837075564265251","0.05837075564265251","372000","372000","372000","0.0438123442530632","0.0438123442530632","0.0438123442530632"
"372500","372500","372500","372500","0.05817128723114729","0.05817128723114729","0.05817128723114729","372500","372500","372500","0.04405749600380659","0.04405749600380659","0.04405749600380659"
"373000","373000","373000","373000","0.058566595166921614","0.058566595166921614","0.058566595166921614","373000","373000","373000","0.044182077676057814","0.044182077676057814","0.044182077676057814"
"373500","373500","373500","373500","0.05831390096992254","0.05831390096992254","0.05831390096992254","373500","373500","373500","0.04398671454936266","0.04398671454936266","0.04398671454936266"
"374000","374000","374000","374000","0.05836647392064333","0.05836647392064333","0.05836647392064333","374000","374000","374000","0.04416021303087473","0.04416021303087473","0.04416021303087473"
"374500","374500","374500","374500","0.058432664558291436","0.058432664558291436","0.058432664558291436","374500","374500","374500","0.04410973440110683","0.04410973440110683","0.04410973440110683"
"375000","375000","375000","375000","0.058335918210446834","0.058335918210446834","0.058335918210446834","375000","375000","375000","0.044240651942789554","0.044240651942789554","0.044240651942789554"
"375500","375500","375500","375500","0.058342969559133054","0.058342969559133054","0.058342969559133054","375500","375500","375500","0.044341201454401014","0.044341201454401014","0.044341201454401014"
"376000","376000","376000","376000","0.05839741746336222","0.05839741746336222","0.05839741746336222","376000","376000","376000","0.04391602226346731","0.04391602226346731","0.04391602226346731"
"376500","376500","376500","376500","0.05817425674945116","0.05817425674945116","0.05817425674945116","376500","376500","376500","0.0439855140298605","0.0439855140298605","0.0439855140298605"
"377000","377000","377000","377000","0.05804240667074919","0.05804240667074919","0.05804240667074919","377000","377000","377000","0.04414086542278528","0.04414086542278528","0.04414086542278528"
"377500","377500","377500","377500","0.058297975607216355","0.058297975607216355","0.058297975607216355","377500","377500","377500","0.04427739871293306","0.04427739871293306","0.04427739871293306"
"378000","378000","378000","378000","0.058418156132102016","0.058418156132102016","0.058418156132102016","378000","378000","378000","0.04410563207417727","0.04410563207417727","0.04410563207417727"
"378500","378500","378500","378500","0.0584352013990283","0.0584352013990283","0.0584352013990283","378500","378500","378500","0.04401152690500021","0.04401152690500021","0.04401152690500021"
"379000","379000","379000","379000","0.05838122806698084","0.05838122806698084","0.05838122806698084","379000","379000","379000","0.04406215041875839","0.04406215041875839","0.04406215041875839"
"379500","379500","379500","379500","0.0583551150560379","0.0583551150560379","0.0583551150560379","379500","379500","379500","0.04419535295665264","0.04419535295665264","0.04419535295665264"
"380000","380000","380000","380000","0.05838250970840454","0.05838250970840454","0.05838250970840454","380000","380000","380000","0.043993545658886433","0.043993545658886433","0.043993545658886433"
"380500","380500","380500","380500","0.05821275182068348","0.05821275182068348","0.05821275182068348","380500","380500","380500","0.04412691107392311","0.04412691107392311","0.04412691107392311"
"381000","381000","381000","381000","0.05830235482007265","0.05830235482007265","0.05830235482007265","381000","381000","381000","0.0438265787884593","0.0438265787884593","0.0438265787884593"
"381500","381500","381500","381500","0.05823862052708864","0.05823862052708864","0.05823862052708864","381500","381500","381500","0.044162285581231114","0.044162285581231114","0.044162285581231114"
"382000","382000","382000","382000","0.058141433276236054","0.058141433276236054","0.058141433276236054","382000","382000","382000","0.044109561242163184","0.044109561242163184","0.044109561242163184"
"382500","382500","382500","382500","0.05846037597209215","0.05846037597209215","0.05846037597209215","382500","382500","382500","0.044039302997291085","0.044039302997291085","0.044039302997291085"
"383000","383000","383000","383000","0.058334242530167106","0.058334242530167106","0.058334242530167106","383000","383000","383000","0.043969323724508284","0.043969323724508284","0.043969323724508284"
"383500","383500","383500","383500","0.05840766522288322","0.05840766522288322","0.05840766522288322","383500","383500","383500","0.044026375718414786","0.044026375718414786","0.044026375718414786"
"384000","384000","384000","384000","0.05809711174666882","0.05809711174666882","0.05809711174666882","384000","384000","384000","0.04393762680888176","0.04393762680888176","0.04393762680888176"
"384500","384500","384500","384500","0.05827601334452629","0.05827601334452629","0.05827601334452629","384500","384500","384500","0.04400500822067261","0.04400500822067261","0.04400500822067261"
"385000","385000","385000","385000","0.05816459126025438","0.05816459126025438","0.05816459126025438","385000","385000","385000","0.044261587843298915","0.044261587843298915","0.044261587843298915"
"385500","385500","385500","385500","0.05821947690099478","0.05821947690099478","0.05821947690099478","385500","385500","385500","0.044090920217335225","0.044090920217335225","0.044090920217335225"
"386000","386000","386000","386000","0.058087147168815134","0.058087147168815134","0.058087147168815134","386000","386000","386000","0.04384834879636765","0.04384834879636765","0.04384834879636765"
"386500","386500","386500","386500","0.0582446308657527","0.0582446308657527","0.0582446308657527","386500","386500","386500","0.043722043402493","0.043722043402493","0.043722043402493"
"387000","387000","387000","387000","0.058453273862600325","0.058453273862600325","0.058453273862600325","387000","387000","387000","0.04392161675542593","0.04392161675542593","0.04392161675542593"
"387500","387500","387500","387500","0.05817877724021673","0.05817877724021673","0.05817877724021673","387500","387500","387500","0.044084581427276136","0.044084581427276136","0.044084581427276136"
"388000","388000","388000","388000","0.058154169000685214","0.058154169000685214","0.058154169000685214","388000","388000","388000","0.04385993997007608","0.04385993997007608","0.04385993997007608"
"388500","388500","388500","388500","0.05833998566865921","0.05833998566865921","0.05833998566865921","388500","388500","388500","0.04403794665634632","0.04403794665634632","0.04403794665634632"
"389000","389000","389000","389000","0.05803745589405298","0.05803745589405298","0.05803745589405298","389000","389000","389000","0.043995930403470995","0.043995930403470995","0.043995930403470995"
"389500","389500","389500","389500","0.05808319726586342","0.05808319726586342","0.05808319726586342","389500","389500","389500","0.04403216516971588","0.04403216516971588","0.04403216516971588"
"390000","390000","390000","390000","0.0582554467767477","0.0582554467767477","0.0582554467767477","390000","390000","390000","0.04376828152686357","0.04376828152686357","0.04376828152686357"
"390500","390500","390500","390500","0.05815085080265999","0.05815085080265999","0.05815085080265999","390500","390500","390500","0.04393828900903463","0.04393828900903463","0.04393828900903463"
"391000","391000","391000","391000","0.0583859793394804","0.0583859793394804","0.0583859793394804","391000","391000","391000","0.04388381376862526","0.04388381376862526","0.04388381376862526"
"391500","391500","391500","391500","0.058217589505016806","0.058217589505016806","0.058217589505016806","391500","391500","391500","0.04410542711615562","0.04410542711615562","0.04410542711615562"
"392000","392000","392000","392000","0.05813932853937149","0.05813932853937149","0.05813932853937149","392000","392000","392000","0.04383995342999697","0.04383995342999697","0.04383995342999697"
"392500","392500","392500","392500","0.05811828514933586","0.05811828514933586","0.05811828514933586","392500","392500","392500","0.04365940703451633","0.04365940703451633","0.04365940703451633"
"393000","393000","393000","393000","0.05800261444598436","0.05800261444598436","0.05800261444598436","393000","393000","393000","0.04398603662103415","0.04398603662103415","0.04398603662103415"
"393500","393500","393500","393500","0.05818581088632345","0.05818581088632345","0.05818581088632345","393500","393500","393500","0.04394922938197851","0.04394922938197851","0.04394922938197851"
"394000","394000","394000","394000","0.0581589832380414","0.0581589832380414","0.0581589832380414","394000","394000","394000","0.044229205720126626","0.044229205720126626","0.044229205720126626"
"394500","394500","394500","394500","0.05796152760833502","0.05796152760833502","0.05796152760833502","394500","394500","394500","0.0440832000374794","0.0440832000374794","0.0440832000374794"
"395000","395000","395000","395000","0.058190892674028875","0.058190892674028875","0.058190892674028875","395000","395000","395000","0.04379899645596742","0.04379899645596742","0.04379899645596742"
"395500","395500","395500","395500","0.058222767166793345","0.058222767166793345","0.058222767166793345","395500","395500","395500","0.043829591043293474","0.043829591043293474","0.043829591043293474"
"396000","396000","396000","396000","0.05801873084902763","0.05801873084902763","0.05801873084902763","396000","396000","396000","0.0439848128259182","0.0439848128259182","0.0439848128259182"
"396500","396500","396500","396500","0.05817328328639269","0.05817328328639269","0.05817328328639269","396500","396500","396500","0.04380935687571764","0.04380935687571764","0.04380935687571764"
"397000","397000","397000","397000","0.05821953345835209","0.05821953345835209","0.05821953345835209","397000","397000","397000","0.04386755643785","0.04386755643785","0.04386755643785"
"397500","397500","397500","397500","0.05803577457368374","0.05803577457368374","0.05803577457368374","397500","397500","397500","0.043873300939798354","0.043873300939798354","0.043873300939798354"
"398000","398000","398000","398000","0.058101355582475665","0.058101355582475665","0.058101355582475665","398000","398000","398000","0.04405342258140445","0.04405342258140445","0.04405342258140445"
"398500","398500","398500","398500","0.05810656876116991","0.05810656876116991","0.05810656876116991","398500","398500","398500","0.04390442807972431","0.04390442807972431","0.04390442807972431"
"399000","399000","399000","399000","0.05793375500291586","0.05793375500291586","0.05793375500291586","399000","399000","399000","0.04389000508189202","0.04389000508189202","0.04389000508189202"
"399500","399500","399500","399500","0.058364956445991996","0.058364956445991996","0.058364956445991996","399500","399500","399500","0.04381178958714008","0.04381178958714008","0.04381178958714008"
"400001","400001","400001","400001","0.05814082038402557","0.05814082038402557","0.05814082038402557","400001","400001","400001","0.043875877179205415","0.043875877179205415","0.043875877179205415"
"400500","400500","400500","400500","0.05800826580822468","0.05800826580822468","0.05800826580822468","400500","400500","400500","0.043906730733811856","0.043906730733811856","0.043906730733811856"
"401000","401000","401000","401000","0.05793816714733839","0.05793816714733839","0.05793816714733839","401000","401000","401000","0.04372755900025368","0.04372755900025368","0.04372755900025368"
"401500","401500","401500","401500","0.05831601356714964","0.05831601356714964","0.05831601356714964","401500","401500","401500","0.04384257455170155","0.04384257455170155","0.04384257455170155"
"402000","402000","402000","402000","0.058179643005132675","0.058179643005132675","0.058179643005132675","402000","402000","402000","0.04374165243655443","0.04374165243655443","0.04374165243655443"
"402500","402500","402500","402500","0.058168295316398146","0.058168295316398146","0.058168295316398146","402500","402500","402500","0.04378875982761383","0.04378875982761383","0.04378875982761383"
"403000","403000","403000","403000","0.058057722315192226","0.058057722315192226","0.058057722315192226","403000","403000","403000","0.04385824256390333","0.04385824256390333","0.04385824256390333"
"403500","403500","403500","403500","0.05791377636790276","0.05791377636790276","0.05791377636790276","403500","403500","403500","0.04396654557436705","0.04396654557436705","0.04396654557436705"
"404000","404000","404000","404000","0.0582186786159873","0.0582186786159873","0.0582186786159873","404000","404000","404000","0.044138063304126264","0.044138063304126264","0.044138063304126264"
"404500","404500","404500","404500","0.057953513294458386","0.057953513294458386","0.057953513294458386","404500","404500","404500","0.04387663394957781","0.04387663394957781","0.04387663394957781"
"405000","405000","405000","405000","0.05777822303771973","0.05777822303771973","0.05777822303771973","405000","405000","405000","0.0438163233846426","0.0438163233846426","0.0438163233846426"
"405500","405500","405500","405500","0.058023170471191404","0.058023170471191404","0.058023170471191404","405500","405500","405500","0.043697393223643306","0.043697393223643306","0.043697393223643306"
"406000","406000","406000","406000","0.05828897454589605","0.05828897454589605","0.05828897454589605","406000","406000","406000","0.043692323595285416","0.043692323595285416","0.043692323595285416"
"406500","406500","406500","406500","0.05802080535888672","0.05802080535888672","0.05802080535888672","406500","406500","406500","0.04376307106018067","0.04376307106018067","0.04376307106018067"
"407000","407000","407000","407000","0.05823443400114775","0.05823443400114775","0.05823443400114775","407000","407000","407000","0.04396425060927868","0.04396425060927868","0.04396425060927868"
"407500","407500","407500","407500","0.057968615636229515","0.057968615636229515","0.057968615636229515","407500","407500","407500","0.04385660094767809","0.04385660094767809","0.04385660094767809"
"408000","408000","408000","408000","0.05800992515683174","0.05800992515683174","0.05800992515683174","408000","408000","408000","0.04369014865159988","0.04369014865159988","0.04369014865159988"
"408500","408500","408500","408500","0.05802431255578995","0.05802431255578995","0.05802431255578995","408500","408500","408500","0.043772771760821345","0.043772771760821345","0.043772771760821345"
"409000","409000","409000","409000","0.05805248326063156","0.05805248326063156","0.05805248326063156","409000","409000","409000","0.04392369029670954","0.04392369029670954","0.04392369029670954"
"409500","409500","409500","409500","0.0582660211622715","0.0582660211622715","0.0582660211622715","409500","409500","409500","0.043766050048172474","0.043766050048172474","0.043766050048172474"
"410000","410000","410000","410000","0.05803290685266256","0.05803290685266256","0.05803290685266256","410000","410000","410000","0.04378071843087673","0.04378071843087673","0.04378071843087673"
"410500","410500","410500","410500","0.0581036609634757","0.0581036609634757","0.0581036609634757","410500","410500","410500","0.043862617723643776","0.043862617723643776","0.043862617723643776"
"411000","411000","411000","411000","0.05804052248597145","0.05804052248597145","0.05804052248597145","411000","411000","411000","0.043948230631649494","0.043948230631649494","0.043948230631649494"
"411500","411500","411500","411500","0.05780805630236864","0.05780805630236864","0.05780805630236864","411500","411500","411500","0.04358802620321512","0.04358802620321512","0.04358802620321512"
"412000","412000","412000","412000","0.05783397136628628","0.05783397136628628","0.05783397136628628","412000","412000","412000","0.04350157035142183","0.04350157035142183","0.04350157035142183"
"412500","412500","412500","412500","0.058215843945741655","0.058215843945741655","0.058215843945741655","412500","412500","412500","0.043581971116364","0.043581971116364","0.043581971116364"
"413000","413000","413000","413000","0.05797977840155363","0.05797977840155363","0.05797977840155363","413000","413000","413000","0.04392361568659544","0.04392361568659544","0.04392361568659544"
"413500","413500","413500","413500","0.05803729222714901","0.05803729222714901","0.05803729222714901","413500","413500","413500","0.04377439998090267","0.04377439998090267","0.04377439998090267"
"414000","414000","414000","414000","0.057903781421482566","0.057903781421482566","0.057903781421482566","414000","414000","414000","0.04385951883345842","0.04385951883345842","0.04385951883345842"
"414500","414500","414500","414500","0.057983525909483434","0.057983525909483434","0.057983525909483434","414500","414500","414500","0.0438328598216176","0.0438328598216176","0.0438328598216176"
"415000","415000","415000","415000","0.05826925433427095","0.05826925433427095","0.05826925433427095","415000","415000","415000","0.04394249353557825","0.04394249353557825","0.04394249353557825"
"415500","415500","415500","415500","0.05788322865217924","0.05788322865217924","0.05788322865217924","415500","415500","415500","0.04369484089314937","0.04369484089314937","0.04369484089314937"
"416000","416000","416000","416000","0.05784189938008785","0.05784189938008785","0.05784189938008785","416000","416000","416000","0.04399758721143007","0.04399758721143007","0.04399758721143007"
"416500","416500","416500","416500","0.05805243158340454","0.05805243158340454","0.05805243158340454","416500","416500","416500","0.04369532324373722","0.04369532324373722","0.04369532324373722"
"417000","417000","417000","417000","0.0580254651978612","0.0580254651978612","0.0580254651978612","417000","417000","417000","0.04394809099286795","0.04394809099286795","0.04394809099286795"
"417500","417500","417500","417500","0.058206235639750956","0.058206235639750956","0.058206235639750956","417500","417500","417500","0.04385352132469416","0.04385352132469416","0.04385352132469416"
"418000","418000","418000","418000","0.05808089293539524","0.05808089293539524","0.05808089293539524","418000","418000","418000","0.04381113612651825","0.04381113612651825","0.04381113612651825"
"418500","418500","418500","418500","0.05769371350854635","0.05769371350854635","0.05769371350854635","418500","418500","418500","0.043629659555852414","0.043629659555852414","0.043629659555852414"
"419000","419000","419000","419000","0.057723200343549254","0.057723200343549254","0.057723200343549254","419000","419000","419000","0.043683176934719084","0.043683176934719084","0.043683176934719084"
"419500","419500","419500","419500","0.05799537437409163","0.05799537437409163","0.05799537437409163","419500","419500","419500","0.04370047430694103","0.04370047430694103","0.04370047430694103"
"420000","420000","420000","420000","0.05814192570745945","0.05814192570745945","0.05814192570745945","420000","420000","420000","0.043656118512153626","0.043656118512153626","0.043656118512153626"
"420500","420500","420500","420500","0.05781911452114582","0.05781911452114582","0.05781911452114582","420500","420500","420500","0.04385135486721992","0.04385135486721992","0.04385135486721992"
"421000","421000","421000","421000","0.0577833636328578","0.0577833636328578","0.0577833636328578","421000","421000","421000","0.04391067332029343","0.04391067332029343","0.04391067332029343"
"421500","421500","421500","421500","0.05803018715232611","0.05803018715232611","0.05803018715232611","421500","421500","421500","0.043643240071833136","0.043643240071833136","0.043643240071833136"
"422000","422000","422000","422000","0.05797720056772232","0.05797720056772232","0.05797720056772232","422000","422000","422000","0.04380025755614042","0.04380025755614042","0.04380025755614042"
"422500","422500","422500","422500","0.058100649781525134","0.058100649781525134","0.058100649781525134","422500","422500","422500","0.043737062998116014","0.043737062998116014","0.043737062998116014"
"423000","423000","423000","423000","0.058104708954691886","0.058104708954691886","0.058104708954691886","423000","423000","423000","0.04385878183692694","0.04385878183692694","0.04385878183692694"
"423500","423500","423500","423500","0.05800145509839058","0.05800145509839058","0.05800145509839058","423500","423500","423500","0.04365035566687584","0.04365035566687584","0.04365035566687584"
"424000","424000","424000","424000","0.05805627851188183","0.05805627851188183","0.05805627851188183","424000","424000","424000","0.04364148914813995","0.04364148914813995","0.04364148914813995"
"424500","424500","424500","424500","0.05788336431980133","0.05788336431980133","0.05788336431980133","424500","424500","424500","0.04370773365348578","0.04370773365348578","0.04370773365348578"
"425000","425000","425000","425000","0.05797547091543674","0.05797547091543674","0.05797547091543674","425000","425000","425000","0.04375257275253534","0.04375257275253534","0.04375257275253534"
"425500","425500","425500","425500","0.05771146213263273","0.05771146213263273","0.05771146213263273","425500","425500","425500","0.0437250827178359","0.0437250827178359","0.0437250827178359"
"426000","426000","426000","426000","0.057895344130694866","0.057895344130694866","0.057895344130694866","426000","426000","426000","0.04365818145871162","0.04365818145871162","0.04365818145871162"
"426500","426500","426500","426500","0.057831025049090386","0.057831025049090386","0.057831025049090386","426500","426500","426500","0.044077329695224765","0.044077329695224765","0.044077329695224765"
"427000","427000","427000","427000","0.058147168673574924","0.058147168673574924","0.058147168673574924","427000","427000","427000","0.04357406160980463","0.04357406160980463","0.04357406160980463"
"427500","427500","427500","427500","0.057832041196525096","0.057832041196525096","0.057832041196525096","427500","427500","427500","0.04367479461431503","0.04367479461431503","0.04367479461431503"
"428000","428000","428000","428000","0.05802585458755493","0.05802585458755493","0.05802585458755493","428000","428000","428000","0.043608433216810225","0.043608433216810225","0.043608433216810225"
"428500","428500","428500","428500","0.05811623241007328","0.05811623241007328","0.05811623241007328","428500","428500","428500","0.043816816829144956","0.043816816829144956","0.043816816829144956"
"429000","429000","429000","429000","0.05787942281365394","0.05787942281365394","0.05787942281365394","429000","429000","429000","0.043624531105160715","0.043624531105160715","0.043624531105160715"
"429500","429500","429500","429500","0.05758393195271492","0.05758393195271492","0.05758393195271492","429500","429500","429500","0.04363710892945528","0.04363710892945528","0.04363710892945528"
"430000","430000","430000","430000","0.05785940928012133","0.05785940928012133","0.05785940928012133","430000","430000","430000","0.04396275541186333","0.04396275541186333","0.04396275541186333"
"430500","430500","430500","430500","0.057720438852906224","0.057720438852906224","0.057720438852906224","430500","430500","430500","0.04368630816787481","0.04368630816787481","0.04368630816787481"
"431000","431000","431000","431000","0.05805157636106014","0.05805157636106014","0.05805157636106014","431000","431000","431000","0.043556367062032225","0.043556367062032225","0.043556367062032225"
"431500","431500","431500","431500","0.057839904576539994","0.057839904576539994","0.057839904576539994","431500","431500","431500","0.04364239630103111","0.04364239630103111","0.04364239630103111"
"432000","432000","432000","432000","0.0577406091466546","0.0577406091466546","0.0577406091466546","432000","432000","432000","0.04366049453616142","0.04366049453616142","0.04366049453616142"
"432500","432500","432500","432500","0.05789286710321903","0.05789286710321903","0.05789286710321903","432500","432500","432500","0.04350580094754696","0.04350580094754696","0.04350580094754696"
"433000","433000","433000","433000","0.0582503652498126","0.0582503652498126","0.0582503652498126","433000","433000","433000","0.04375425769388676","0.04375425769388676","0.04375425769388676"
"433500","433500","433500","433500","0.057987733744084835","0.057987733744084835","0.057987733744084835","433500","433500","433500","0.043876880683004854","0.043876880683004854","0.043876880683004854"
"434000","434000","434000","434000","0.057960975594818595","0.057960975594818595","0.057960975594818595","434000","434000","434000","0.04365728052705526","0.04365728052705526","0.04365728052705526"
"434500","434500","434500","434500","0.05766115715354681","0.05766115715354681","0.05766115715354681","434500","434500","434500","0.04361675571650267","0.04361675571650267","0.04361675571650267"
"435000","435000","435000","435000","0.05776443263888359","0.05776443263888359","0.05776443263888359","435000","435000","435000","0.04348979860544205","0.04348979860544205","0.04348979860544205"
"435500","435500","435500","435500","0.05802066646516323","0.05802066646516323","0.05802066646516323","435500","435500","435500","0.043556833364069465","0.043556833364069465","0.043556833364069465"
"436000","436000","436000","436000","0.05786051879823208","0.05786051879823208","0.05786051879823208","436000","436000","436000","0.04328680382668972","0.04328680382668972","0.04328680382668972"
"436500","436500","436500","436500","0.058046352051198485","0.058046352051198485","0.058046352051198485","436500","436500","436500","0.04372374536842108","0.04372374536842108","0.04372374536842108"
"437000","437000","437000","437000","0.05772843474149704","0.05772843474149704","0.05772843474149704","437000","437000","437000","0.043626689411699775","0.043626689411699775","0.043626689411699775"
"437500","437500","437500","437500","0.05770138129591942","0.05770138129591942","0.05770138129591942","437500","437500","437500","0.04350229196250439","0.04350229196250439","0.04350229196250439"
"438000","438000","438000","438000","0.057688044257462025","0.057688044257462025","0.057688044257462025","438000","438000","438000","0.04366264685243368","0.04366264685243368","0.04366264685243368"
"438500","438500","438500","438500","0.057696511648595336","0.057696511648595336","0.057696511648595336","438500","438500","438500","0.04363667980581522","0.04363667980581522","0.04363667980581522"
"439000","439000","439000","439000","0.0581610961407423","0.0581610961407423","0.0581610961407423","439000","439000","439000","0.04366536009311676","0.04366536009311676","0.04366536009311676"
"439500","439500","439500","439500","0.05777712765336036","0.05777712765336036","0.05777712765336036","439500","439500","439500","0.043427815921604634","0.043427815921604634","0.043427815921604634"
"440000","440000","440000","440000","0.05766899729520082","0.05766899729520082","0.05766899729520082","440000","440000","440000","0.043596707604825494","0.043596707604825494","0.043596707604825494"
"440500","440500","440500","440500","0.05756656475365162","0.05756656475365162","0.05756656475365162","440500","440500","440500","0.04391951156407595","0.04391951156407595","0.04391951156407595"
"441000","441000","441000","441000","0.05786459524184465","0.05786459524184465","0.05786459524184465","441000","441000","441000","0.04323771669715643","0.04323771669715643","0.04323771669715643"
"441500","441500","441500","441500","0.05790596415102482","0.05790596415102482","0.05790596415102482","441500","441500","441500","0.04338935196399689","0.04338935196399689","0.04338935196399689"
"442000","442000","442000","442000","0.05783327419310808","0.05783327419310808","0.05783327419310808","442000","442000","442000","0.04380796260386705","0.04380796260386705","0.04380796260386705"
"442500","442500","442500","442500","0.057776178807020184","0.057776178807020184","0.057776178807020184","442500","442500","442500","0.04356504831463098","0.04356504831463098","0.04356504831463098"
"443000","443000","443000","443000","0.05772879757732153","0.05772879757732153","0.05772879757732153","443000","443000","443000","0.04350753153115511","0.04350753153115511","0.04350753153115511"
"443500","443500","443500","443500","0.05765157580375671","0.05765157580375671","0.05765157580375671","443500","443500","443500","0.04362382809817791","0.04362382809817791","0.04362382809817791"
"444000","444000","444000","444000","0.05770300005376339","0.05770300005376339","0.05770300005376339","444000","444000","444000","0.04356584826111794","0.04356584826111794","0.04356584826111794"
"444500","444500","444500","444500","0.057681176193058493","0.057681176193058493","0.057681176193058493","444500","444500","444500","0.04353673682361841","0.04353673682361841","0.04353673682361841"
"445000","445000","445000","445000","0.0577001913562417","0.0577001913562417","0.0577001913562417","445000","445000","445000","0.04351003428548574","0.04351003428548574","0.04351003428548574"
"445500","445500","445500","445500","0.057705400593578815","0.057705400593578815","0.057705400593578815","445500","445500","445500","0.04360087586194277","0.04360087586194277","0.04360087586194277"
"446000","446000","446000","446000","0.057760247834026814","0.057760247834026814","0.057760247834026814","446000","446000","446000","0.04360877238214016","0.04360877238214016","0.04360877238214016"
"446500","446500","446500","446500","0.057654760234057904","0.057654760234057904","0.057654760234057904","446500","446500","446500","0.0436934654712677","0.0436934654712677","0.0436934654712677"
"447000","447000","447000","447000","0.057862137712538245","0.057862137712538245","0.057862137712538245","447000","447000","447000","0.04355249696969986","0.04355249696969986","0.04355249696969986"
"447500","447500","447500","447500","0.05772521745413542","0.05772521745413542","0.05772521745413542","447500","447500","447500","0.04374134524911642","0.04374134524911642","0.04374134524911642"
"448000","448000","448000","448000","0.05794739780575037","0.05794739780575037","0.05794739780575037","448000","448000","448000","0.04363420170545578","0.04363420170545578","0.04363420170545578"
"448500","448500","448500","448500","0.057622273348271844","0.057622273348271844","0.057622273348271844","448500","448500","448500","0.04339527744054794","0.04339527744054794","0.04339527744054794"
"449000","449000","449000","449000","0.05764465317130089","0.05764465317130089","0.05764465317130089","449000","449000","449000","0.043287973389029503","0.043287973389029503","0.043287973389029503"
"449500","449500","449500","449500","0.05778053937852383","0.05778053937852383","0.05778053937852383","449500","449500","449500","0.04358874154835939","0.04358874154835939","0.04358874154835939"
